experiment,participant_id,prompt_idx,response,label,label_text,group,group_text,top1,avgk_set,conformal_marginal_set,conformal_conditional_set
avgk,465,197,7,7,Disgust,1.0,Female,7,7,7,7
avgk,465,351,3,3,Happy,0.0,Male,6,3 6 8,3 6 8,3 6 8
avgk,465,287,2,4,Sad,0.0,Male,2,1 2 4,1 2 4,1 2 4
avgk,465,136,5,5,Angry,1.0,Female,5,5,5,5
avgk,465,355,4,4,Sad,1.0,Female,4,2 4,2 4,2 4
avgk,465,307,3,3,Happy,1.0,Female,3,3 4 6,3 4 6,3 4 6
avgk,465,188,8,8,Surprised,0.0,Male,8,3 6 8,3 8,3 6 8
avgk,465,289,4,4,Sad,0.0,Male,4,1 2 4,1 2 4,1 2 4
avgk,465,14,8,8,Surprised,0.0,Male,8,3 6 8,3 6 8,3 6 8
avgk,465,96,2,2,Calm,0.0,Male,2,2,2,1 2
avgk,465,214,3,8,Surprised,0.0,Male,8,3 6 8,3 6 8,3 6 8
avgk,465,152,4,4,Sad,0.0,Male,4,4,4,2 4
avgk,465,59,6,6,Fearful,1.0,Female,6,3 4 6,3 4 6,3 4 6
avgk,465,23,8,8,Surprised,1.0,Female,8,3 8,3 8,3 8
avgk,465,305,8,8,Surprised,1.0,Female,8,3 8,8,8
avgk,465,160,5,5,Angry,1.0,Female,5,5,5,5
avgk,465,198,1,1,Neutral,1.0,Female,2,1 2,1 2,1 2
avgk,465,82,3,6,Fearful,0.0,Male,4,3 4 6,3 4 6,3 4 6
avgk,465,228,5,5,Angry,0.0,Male,5,5,5,5
avgk,465,168,5,5,Angry,1.0,Female,5,5,5,5
avgk,465,177,2,3,Happy,1.0,Female,1,1 2 4,1 2 4,1 2 4
avgk,465,175,2,2,Calm,1.0,Female,2,1 2,1 2,1 2
avgk,465,319,1,1,Neutral,1.0,Female,2,1 2,1 2,1 2
avgk,465,5,4,4,Sad,0.0,Male,4,2 4,2 4,2 4
avgk,465,33,8,8,Surprised,0.0,Male,8,3 8,3 8,3 8
avgk,465,242,2,2,Calm,1.0,Female,2,2,2,2
avgk,465,72,4,4,Sad,1.0,Female,4,4,4,4
avgk,465,212,5,5,Angry,0.0,Male,5,5 8,3 5 8,3 5 8
avgk,465,155,2,4,Sad,1.0,Female,2,2,2,2
avgk,465,290,3,3,Happy,1.0,Female,6,3 6,3 4 6,3 6
avgk,465,354,5,5,Angry,1.0,Female,5,5,5,5
avgk,465,209,2,2,Calm,1.0,Female,2,2,2,2
avgk,465,135,2,2,Calm,1.0,Female,2,1 2,2,2
avgk,465,80,7,7,Disgust,1.0,Female,7,5 7,5 7,5 7
avgk,465,103,2,2,Calm,0.0,Male,2,2,2,1 2
avgk,465,219,7,7,Disgust,0.0,Male,7,7,7,5 7
avgk,465,350,5,7,Disgust,1.0,Female,7,5 7,5 7,7
avgk,466,104,6,3,Happy,0.0,Male,6,3 5 6 8,3 5 6,3 5 6
avgk,466,283,2,1,Neutral,0.0,Male,1,1 2,1 2,1 2 4
avgk,466,221,8,8,Surprised,0.0,Male,8,3 8,1 3 8,1 3 8
avgk,466,354,5,5,Angry,1.0,Female,5,5,5,5
avgk,466,350,7,7,Disgust,1.0,Female,7,5 7,5 7,7
avgk,466,299,8,6,Fearful,1.0,Female,8,3 6 8,3 6 8,3 6 8
avgk,466,256,1,2,Calm,0.0,Male,2,1 2,2,1 2
avgk,466,268,2,2,Calm,0.0,Male,2,1 2,2,1 2
avgk,466,15,4,4,Sad,1.0,Female,4,2 4,2 4 7,2 4
avgk,466,80,5,7,Disgust,1.0,Female,7,5 7,5 7,5 7
avgk,466,105,6,4,Sad,0.0,Male,4,3 4 6,3 4,3 4 6
avgk,466,124,8,8,Surprised,0.0,Male,8,3 8,3 8,3 8
avgk,466,8,2,8,Surprised,0.0,Male,4,1 2 4,1 2 4,1 2 4
avgk,466,71,4,4,Sad,0.0,Male,2,1 2,1 2,1 2 4
avgk,466,238,8,8,Surprised,0.0,Male,8,3 8,8,3 8
avgk,466,27,7,7,Disgust,1.0,Female,7,7,7,7
avgk,466,153,1,1,Neutral,1.0,Female,2,1 2,1 2,1 2
avgk,466,173,6,6,Fearful,0.0,Male,8,3 5 6 8,3 6 8,3 6 8
avgk,466,160,5,5,Angry,1.0,Female,5,5,5,5
avgk,466,297,2,2,Calm,1.0,Female,2,1 2,2,2
avgk,466,315,1,1,Neutral,1.0,Female,1,1 2,1 2,1 2
avgk,466,78,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2 4
avgk,466,129,4,4,Sad,1.0,Female,2,2,2,2
avgk,466,148,2,2,Calm,1.0,Female,2,2,2 4,2
avgk,466,210,1,1,Neutral,1.0,Female,2,1 2,1 2,1 2
avgk,466,278,8,8,Surprised,0.0,Male,8,3 8,8,3 8
avgk,466,351,6,3,Happy,0.0,Male,6,3 6 8,3 6 8,3 6 8
avgk,466,85,7,7,Disgust,0.0,Male,7,7,7,7
avgk,466,121,6,4,Sad,0.0,Male,4,3 4,3 4 6,3 4 6
avgk,466,308,7,7,Disgust,1.0,Female,7,2 7,2 7,2 7
avgk,466,244,3,3,Happy,1.0,Female,4,1 3 4 6,1 3 4,1 3 4
avgk,466,79,6,6,Fearful,1.0,Female,6,3 6,3 6 8,3 6
avgk,466,186,7,5,Angry,0.0,Male,4,3 4 6,3 4 6,3 4 6
avgk,466,180,5,5,Angry,1.0,Female,5,5,5,5
avgk,466,265,6,6,Fearful,0.0,Male,6,3 6 8,3 6 8,3 6 8
avgk,466,225,8,8,Surprised,1.0,Female,8,3 8,8,8
avgk,466,231,5,5,Angry,0.0,Male,5,5,5,5
avgk,466,136,5,5,Angry,1.0,Female,5,5,5,5
avgk,466,169,6,6,Fearful,1.0,Female,6,3 6,3 6 8,3 6
avgk,466,340,7,7,Disgust,1.0,Female,7,7,7,7
avgk,466,194,6,6,Fearful,1.0,Female,6,3 5 6,3 5 6,3 5 6
avgk,466,19,2,3,Happy,0.0,Male,1,1 2,1 2 4,1 2 4
avgk,466,341,8,7,Disgust,1.0,Female,7,7,7,7
avgk,466,311,2,4,Sad,1.0,Female,2,1 2 4,1 2 4,1 2 4
avgk,466,205,1,3,Happy,1.0,Female,1,1 3 4 8,1 3 8,1 3 8
avgk,466,62,8,8,Surprised,1.0,Female,8,3 8,8,8
avgk,466,332,6,4,Sad,1.0,Female,4,4,4,4
avgk,466,358,8,3,Happy,1.0,Female,6,3 6 8,3 6 8,3 6 8
avgk,466,255,6,6,Fearful,1.0,Female,6,3 4 6,3 4 6,3 6
avgk,466,237,5,5,Angry,1.0,Female,5,5,5,5
avgk,467,139,6,6,Fearful,1.0,Female,6,3 6,3 6,3 6
avgk,467,147,1,3,Happy,0.0,Male,1,1 2,1 2,1 2 4
avgk,467,33,8,8,Surprised,0.0,Male,8,3 8,3 8,3 8
avgk,467,103,2,2,Calm,0.0,Male,2,2,2,1 2
avgk,467,246,3,3,Happy,1.0,Female,1,1 3 4 8,1 3 4,1 3 4
avgk,467,110,6,6,Fearful,0.0,Male,6,3 4 6,3 4 6,3 4 6
avgk,467,2,6,6,Fearful,1.0,Female,6,3 6,3 6,3 6
avgk,467,201,8,5,Angry,0.0,Male,5,5,5,5
avgk,467,226,2,4,Sad,0.0,Male,2,2,2,1 2 4
avgk,467,234,5,5,Angry,1.0,Female,5,5,5,5
avgk,467,242,2,2,Calm,1.0,Female,2,2,2,2
avgk,467,357,4,4,Sad,1.0,Female,4,2 4,4,4
avgk,467,222,3,8,Surprised,0.0,Male,8,3 8,3 8,1 3 8
avgk,467,45,2,7,Disgust,1.0,Female,7,7,7,7
avgk,467,267,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2
avgk,467,97,3,8,Surprised,0.0,Male,8,1 3 6 8,1 3 8,1 3 8
avgk,467,34,5,5,Angry,0.0,Male,5,5,5,5
avgk,467,254,2,3,Happy,0.0,Male,1,1 2,1 2 4,1 2 4
avgk,467,94,5,5,Angry,1.0,Female,5,5,5,5
avgk,467,44,3,6,Fearful,0.0,Male,3,3 4 6,3 4 6,3 4 6
avgk,467,175,2,2,Calm,1.0,Female,2,1 2,1 2,1 2
avgk,467,61,3,6,Fearful,0.0,Male,6,3 6 8,3 6 8,3 6 8
avgk,467,70,2,2,Calm,0.0,Male,2,2,2,1 2
avgk,467,215,4,4,Sad,0.0,Male,4,3 4,3 4,3 4 6
avgk,467,300,2,4,Sad,1.0,Female,2,2 4,2 4,2 4
avgk,467,220,1,3,Happy,1.0,Female,1,1 2,1 2 4,1 2
avgk,467,86,2,7,Disgust,1.0,Female,2,2,2,2
avgk,467,272,5,5,Angry,1.0,Female,5,5 8,5 8,5 8
avgk,467,245,5,5,Angry,1.0,Female,5,5,5,5
avgk,467,5,4,4,Sad,0.0,Male,4,2 4,2 4,2 4
avgk,467,57,2,2,Calm,0.0,Male,2,2,2,1 2
avgk,467,343,5,5,Angry,1.0,Female,5,5,5,5
avgk,467,59,6,6,Fearful,1.0,Female,6,3 4 6,3 4 6,3 4 6
avgk,467,51,8,8,Surprised,0.0,Male,1,1 3 8,1 3 8,1 3 8
avgk,467,23,8,8,Surprised,1.0,Female,8,3 8,3 8,3 8
avgk,467,205,3,3,Happy,1.0,Female,1,1 3 4 8,1 3 8,1 3 8
avgk,467,18,4,4,Sad,0.0,Male,2,1 2 4,1 2 4,1 2 4
avgk,467,119,8,6,Fearful,0.0,Male,8,3 8,3 8,3 6 8
avgk,467,249,7,7,Disgust,0.0,Male,7,7,7,7
avgk,467,290,6,3,Happy,1.0,Female,6,3 6,3 4 6,3 6
avgk,467,30,2,2,Calm,1.0,Female,2,2,2,2
avgk,467,337,3,8,Surprised,1.0,Female,1,1 3 8,1 3 8,1 3 8
avgk,467,178,8,5,Angry,1.0,Female,5,5 8,1 5 8,5 8
avgk,467,144,2,1,Neutral,0.0,Male,2,1 2,1 2,1 2
avgk,467,286,7,7,Disgust,0.0,Male,7,4 7,7,4 7
avgk,467,164,2,2,Calm,1.0,Female,2,1 2,1 2,2
avgk,467,310,7,7,Disgust,1.0,Female,7,5 7,5 7,7
avgk,467,305,8,8,Surprised,1.0,Female,8,3 8,8,8
avgk,467,285,4,4,Sad,0.0,Male,4,2 4,2 4,2 4
avgk,467,218,1,3,Happy,0.0,Male,1,1 2,1 2 8,1 2 8
avgk,468,285,4,4,Sad,0.0,Male,4,2 4,2 4,2 4
avgk,468,30,1,2,Calm,1.0,Female,2,2,2,2
avgk,468,239,8,8,Surprised,0.0,Male,8,3 8,3 8,3 8
avgk,468,262,3,3,Happy,0.0,Male,1,1 2,1 2 4,1 2 4
avgk,468,238,8,8,Surprised,0.0,Male,8,3 8,8,3 8
avgk,468,87,7,8,Surprised,0.0,Male,8,3 8,3 8,3 6 8
avgk,468,352,7,7,Disgust,1.0,Female,7,5 7,5 7,7
avgk,468,210,1,1,Neutral,1.0,Female,2,1 2,1 2,1 2
avgk,468,101,7,7,Disgust,0.0,Male,7,5 7,5 7,5 7
avgk,468,321,8,8,Surprised,1.0,Female,8,3 8,3 8,8
avgk,468,347,6,4,Sad,0.0,Male,4,1 2 3 4,1 2 4,1 2 4
avgk,468,42,5,6,Fearful,0.0,Male,6,3 6,3 6,3 6 8
avgk,468,155,2,4,Sad,1.0,Female,2,2,2,2
avgk,468,214,3,8,Surprised,0.0,Male,8,3 6 8,3 6 8,3 6 8
avgk,468,123,1,2,Calm,0.0,Male,2,1 2,2,1 2
avgk,468,268,1,2,Calm,0.0,Male,2,1 2,2,1 2
avgk,468,122,5,5,Angry,1.0,Female,5,5,5,5
avgk,468,10,6,6,Fearful,1.0,Female,6,3 6 8,3 6 8,3 6
avgk,468,180,5,5,Angry,1.0,Female,5,5,5,5
avgk,468,244,1,3,Happy,1.0,Female,4,1 3 4 6,1 3 4,1 3 4
avgk,468,75,5,5,Angry,0.0,Male,5,5,5,5
avgk,468,64,2,2,Calm,1.0,Female,2,2,2,2
avgk,468,267,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2
avgk,468,153,1,1,Neutral,1.0,Female,2,1 2,1 2,1 2
avgk,468,290,3,3,Happy,1.0,Female,6,3 6,3 4 6,3 6
avgk,468,152,4,4,Sad,0.0,Male,4,4,4,2 4
avgk,468,243,2,2,Calm,0.0,Male,2,2,2,1 2
avgk,468,237,5,5,Angry,1.0,Female,5,5,5,5
avgk,468,21,7,7,Disgust,1.0,Female,7,7,7,7
avgk,468,274,4,6,Fearful,0.0,Male,3,3 4 6,3 4 6,3 4 6
avgk,468,313,5,5,Angry,0.0,Male,5,5,5,5
avgk,468,60,2,3,Happy,0.0,Male,1,1 2,1 2,1 2 4
avgk,468,339,4,4,Sad,0.0,Male,2,2 4,2 4,1 2 4
avgk,468,192,5,5,Angry,1.0,Female,5,5,5,5
avgk,468,174,5,5,Angry,0.0,Male,5,5,5,5
avgk,468,197,7,7,Disgust,1.0,Female,7,7,7,7
avgk,468,143,4,7,Disgust,0.0,Male,7,7,7,7
avgk,468,331,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2
avgk,468,219,7,7,Disgust,0.0,Male,7,7,7,5 7
avgk,468,102,2,3,Happy,1.0,Female,1,1 2,1 2 4,1 2
avgk,468,199,4,4,Sad,0.0,Male,4,2 4,2 4,1 2 4
avgk,468,157,7,7,Disgust,1.0,Female,7,7,7,7
avgk,468,70,1,2,Calm,0.0,Male,2,2,2,1 2
avgk,468,15,4,4,Sad,1.0,Female,4,2 4,2 4 7,2 4
avgk,468,8,1,8,Surprised,0.0,Male,4,1 2 4,1 2 4,1 2 4
avgk,468,217,8,8,Surprised,1.0,Female,8,8,8,8
avgk,468,309,6,6,Fearful,0.0,Male,6,3 5 6 8,3 6 8,3 6 8
avgk,468,144,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2
avgk,468,329,5,5,Angry,0.0,Male,5,5,5,5
avgk,468,43,5,6,Fearful,0.0,Male,6,3 6,3 6,3 6 8
avgk,469,214,8,8,Surprised,0.0,Male,8,3 6 8,3 6 8,3 6 8
avgk,469,173,6,6,Fearful,0.0,Male,8,3 5 6 8,3 6 8,3 6 8
avgk,469,115,5,5,Angry,0.0,Male,5,5,5,5
avgk,469,271,6,6,Fearful,1.0,Female,6,3 6,3 6,3 6
avgk,469,228,5,5,Angry,0.0,Male,5,5,5,5
avgk,469,153,1,1,Neutral,1.0,Female,2,1 2,1 2,1 2
avgk,469,142,8,8,Surprised,0.0,Male,8,3 8,8,3 8
avgk,469,45,8,7,Disgust,1.0,Female,7,7,7,7
avgk,469,355,4,4,Sad,1.0,Female,4,2 4,2 4,2 4
avgk,469,284,5,5,Angry,1.0,Female,5,5,5,5
avgk,469,197,7,7,Disgust,1.0,Female,7,7,7,7
avgk,469,46,6,4,Sad,0.0,Male,4,4,4,2 3 4
avgk,469,235,5,5,Angry,0.0,Male,5,5,5,5
avgk,469,172,2,2,Calm,1.0,Female,2,2,2,2
avgk,469,123,1,2,Calm,0.0,Male,2,1 2,2,1 2
avgk,469,298,8,8,Surprised,0.0,Male,8,1 3 8,1 3 8,1 3 8
avgk,469,12,5,5,Angry,1.0,Female,5,5,5,5
avgk,469,203,7,7,Disgust,1.0,Female,7,5 7,5 7,5 7
avgk,469,274,4,6,Fearful,0.0,Male,3,3 4 6,3 4 6,3 4 6
avgk,469,294,3,3,Happy,1.0,Female,1,1 3 8,1 3 8,1 3 8
avgk,469,58,1,4,Sad,1.0,Female,2,2,2 4,2
avgk,469,216,8,3,Happy,1.0,Female,6,3 6 8,3 6 8,3 6
avgk,469,7,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2
avgk,469,60,2,3,Happy,0.0,Male,1,1 2,1 2,1 2 4
avgk,469,341,7,7,Disgust,1.0,Female,7,7,7,7
avgk,469,242,1,2,Calm,1.0,Female,2,2,2,2
avgk,469,281,3,3,Happy,0.0,Male,8,3 6 8,3 6 8,3 6 8
avgk,469,100,8,8,Surprised,1.0,Female,8,3 8,3 8,8
avgk,469,224,3,3,Happy,0.0,Male,4,1 2 3 4,1 2 4,1 2 4
avgk,469,329,5,5,Angry,0.0,Male,5,5,5,5
avgk,469,21,7,7,Disgust,1.0,Female,7,7,7,7
avgk,469,169,6,6,Fearful,1.0,Female,6,3 6,3 6 8,3 6
avgk,469,346,4,4,Sad,0.0,Male,2,2 4,2 4,1 2 4
avgk,469,147,3,3,Happy,0.0,Male,1,1 2,1 2,1 2 4
avgk,469,134,5,5,Angry,1.0,Female,5,5,5,5
avgk,469,222,8,8,Surprised,0.0,Male,8,3 8,3 8,1 3 8
avgk,469,110,6,6,Fearful,0.0,Male,6,3 4 6,3 4 6,3 4 6
avgk,469,108,4,4,Sad,0.0,Male,2,2 4,2 4,2 4 7
avgk,469,76,7,7,Disgust,0.0,Male,7,5 7,7,5 7
avgk,469,102,1,3,Happy,1.0,Female,1,1 2,1 2 4,1 2
avgk,469,316,5,5,Angry,1.0,Female,5,5,5,5
avgk,469,275,2,2,Calm,0.0,Male,2,2,2,1 2
avgk,469,62,8,8,Surprised,1.0,Female,8,3 8,8,8
avgk,469,157,7,7,Disgust,1.0,Female,7,7,7,7
avgk,469,101,7,7,Disgust,0.0,Male,7,5 7,5 7,5 7
avgk,469,83,3,3,Happy,0.0,Male,3,3 4 6,3 4 6,3 4 6
avgk,469,144,2,1,Neutral,0.0,Male,2,1 2,1 2,1 2
avgk,469,116,7,7,Disgust,0.0,Male,7,5 7,5 7,5 7
avgk,469,205,8,3,Happy,1.0,Female,1,1 3 4 8,1 3 8,1 3 8
avgk,469,30,4,2,Calm,1.0,Female,2,2,2,2
avgk,470,332,4,4,Sad,1.0,Female,4,4,4,4
avgk,470,268,2,2,Calm,0.0,Male,2,1 2,2,1 2
avgk,470,350,7,7,Disgust,1.0,Female,7,5 7,5 7,7
avgk,470,27,7,7,Disgust,1.0,Female,7,7,7,7
avgk,470,186,7,5,Angry,0.0,Male,4,3 4 6,3 4 6,3 4 6
avgk,470,311,4,4,Sad,1.0,Female,2,1 2 4,1 2 4,1 2 4
avgk,470,315,2,1,Neutral,1.0,Female,1,1 2,1 2,1 2
avgk,470,160,5,5,Angry,1.0,Female,5,5,5,5
avgk,470,136,5,5,Angry,1.0,Female,5,5,5,5
avgk,470,351,8,3,Happy,0.0,Male,6,3 6 8,3 6 8,3 6 8
avgk,470,297,2,2,Calm,1.0,Female,2,1 2,2,2
avgk,470,78,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2 4
avgk,470,210,1,1,Neutral,1.0,Female,2,1 2,1 2,1 2
avgk,470,80,3,7,Disgust,1.0,Female,7,5 7,5 7,5 7
avgk,470,194,6,6,Fearful,1.0,Female,6,3 5 6,3 5 6,3 5 6
avgk,470,85,1,7,Disgust,0.0,Male,7,7,7,7
avgk,470,15,4,4,Sad,1.0,Female,4,2 4,2 4 7,2 4
avgk,470,19,1,3,Happy,0.0,Male,1,1 2,1 2 4,1 2 4
avgk,470,225,3,8,Surprised,1.0,Female,8,3 8,8,8
avgk,470,180,5,5,Angry,1.0,Female,5,5,5,5
avgk,470,308,2,7,Disgust,1.0,Female,7,2 7,2 7,2 7
avgk,470,358,3,3,Happy,1.0,Female,6,3 6 8,3 6 8,3 6 8
avgk,470,173,8,6,Fearful,0.0,Male,8,3 5 6 8,3 6 8,3 6 8
avgk,470,341,7,7,Disgust,1.0,Female,7,7,7,7
avgk,470,256,2,2,Calm,0.0,Male,2,1 2,2,1 2
avgk,470,244,3,3,Happy,1.0,Female,4,1 3 4 6,1 3 4,1 3 4
avgk,470,283,1,1,Neutral,0.0,Male,1,1 2,1 2,1 2 4
avgk,470,231,5,5,Angry,0.0,Male,5,5,5,5
avgk,470,299,6,6,Fearful,1.0,Female,8,3 6 8,3 6 8,3 6 8
avgk,470,238,8,8,Surprised,0.0,Male,8,3 8,8,3 8
avgk,470,8,2,8,Surprised,0.0,Male,4,1 2 4,1 2 4,1 2 4
avgk,470,62,8,8,Surprised,1.0,Female,8,3 8,8,8
avgk,470,79,6,6,Fearful,1.0,Female,6,3 6,3 6 8,3 6
avgk,470,105,4,4,Sad,0.0,Male,4,3 4 6,3 4,3 4 6
avgk,470,71,4,4,Sad,0.0,Male,2,1 2,1 2,1 2 4
avgk,470,340,7,7,Disgust,1.0,Female,7,7,7,7
avgk,470,205,2,3,Happy,1.0,Female,1,1 3 4 8,1 3 8,1 3 8
avgk,470,169,6,6,Fearful,1.0,Female,6,3 6,3 6 8,3 6
avgk,470,121,7,4,Sad,0.0,Male,4,3 4,3 4 6,3 4 6
avgk,470,221,8,8,Surprised,0.0,Male,8,3 8,1 3 8,1 3 8
avgk,470,104,6,3,Happy,0.0,Male,6,3 5 6 8,3 5 6,3 5 6
avgk,470,129,4,4,Sad,1.0,Female,2,2,2,2
avgk,470,265,6,6,Fearful,0.0,Male,6,3 6 8,3 6 8,3 6 8
avgk,470,153,2,1,Neutral,1.0,Female,2,1 2,1 2,1 2
avgk,470,278,8,8,Surprised,0.0,Male,8,3 8,8,3 8
avgk,470,237,5,5,Angry,1.0,Female,5,5,5,5
avgk,470,255,6,6,Fearful,1.0,Female,6,3 4 6,3 4 6,3 6
avgk,470,124,8,8,Surprised,0.0,Male,8,3 8,3 8,3 8
avgk,470,148,2,2,Calm,1.0,Female,2,2,2 4,2
avgk,470,354,5,5,Angry,1.0,Female,5,5,5,5
avgk,471,305,8,8,Surprised,1.0,Female,8,3 8,8,8
avgk,471,307,3,3,Happy,1.0,Female,3,3 4 6,3 4 6,3 4 6
avgk,471,289,1,4,Sad,0.0,Male,4,1 2 4,1 2 4,1 2 4
avgk,471,252,4,3,Happy,0.0,Male,3,3 4 6 8,3 6 8,3 6 8
avgk,471,103,2,2,Calm,0.0,Male,2,2,2,1 2
avgk,471,197,7,7,Disgust,1.0,Female,7,7,7,7
avgk,471,344,6,6,Fearful,1.0,Female,6,3 6,3 4 6,3 6
avgk,471,59,3,6,Fearful,1.0,Female,6,3 4 6,3 4 6,3 4 6
avgk,471,155,2,4,Sad,1.0,Female,2,2,2,2
avgk,471,160,5,5,Angry,1.0,Female,5,5,5,5
avgk,471,219,7,7,Disgust,0.0,Male,7,7,7,5 7
avgk,471,44,6,6,Fearful,0.0,Male,3,3 4 6,3 4 6,3 4 6
avgk,471,136,5,5,Angry,1.0,Female,5,5,5,5
avgk,471,96,2,2,Calm,0.0,Male,2,2,2,1 2
avgk,471,209,2,2,Calm,1.0,Female,2,2,2,2
avgk,471,175,1,2,Calm,1.0,Female,2,1 2,1 2,1 2
avgk,471,120,2,7,Disgust,0.0,Male,7,2 4 7,2 4 7,2 4 7
avgk,471,177,2,3,Happy,1.0,Female,1,1 2 4,1 2 4,1 2 4
avgk,471,82,3,6,Fearful,0.0,Male,4,3 4 6,3 4 6,3 4 6
avgk,471,188,8,8,Surprised,0.0,Male,8,3 6 8,3 8,3 6 8
avgk,471,5,4,4,Sad,0.0,Male,4,2 4,2 4,2 4
avgk,471,72,4,4,Sad,1.0,Female,4,4,4,4
avgk,471,228,5,5,Angry,0.0,Male,5,5,5,5
avgk,471,148,2,2,Calm,1.0,Female,2,2,2 4,2
avgk,471,14,6,8,Surprised,0.0,Male,8,3 6 8,3 6 8,3 6 8
avgk,471,23,8,8,Surprised,1.0,Female,8,3 8,3 8,3 8
avgk,471,242,2,2,Calm,1.0,Female,2,2,2,2
avgk,471,198,2,1,Neutral,1.0,Female,2,1 2,1 2,1 2
avgk,471,214,6,8,Surprised,0.0,Male,8,3 6 8,3 6 8,3 6 8
avgk,471,135,1,2,Calm,1.0,Female,2,1 2,2,2
avgk,471,350,7,7,Disgust,1.0,Female,7,5 7,5 7,7
avgk,471,179,6,6,Fearful,0.0,Male,6,3 6,3 6 8,3 6 8
avgk,471,290,6,3,Happy,1.0,Female,6,3 6,3 4 6,3 6
avgk,471,317,7,7,Disgust,1.0,Female,7,7,7,7
avgk,471,168,5,5,Angry,1.0,Female,5,5,5,5
avgk,471,351,8,3,Happy,0.0,Male,6,3 6 8,3 6 8,3 6 8
avgk,471,33,8,8,Surprised,0.0,Male,8,3 8,3 8,3 8
avgk,471,354,5,5,Angry,1.0,Female,5,5,5,5
avgk,471,110,4,6,Fearful,0.0,Male,6,3 4 6,3 4 6,3 4 6
avgk,471,272,8,5,Angry,1.0,Female,5,5 8,5 8,5 8
avgk,471,152,4,4,Sad,0.0,Male,4,4,4,2 4
avgk,471,212,5,5,Angry,0.0,Male,5,5 8,3 5 8,3 5 8
avgk,471,80,5,7,Disgust,1.0,Female,7,5 7,5 7,5 7
avgk,471,355,2,4,Sad,1.0,Female,4,2 4,2 4,2 4
avgk,471,287,1,4,Sad,0.0,Male,2,1 2 4,1 2 4,1 2 4
avgk,471,319,1,1,Neutral,1.0,Female,2,1 2,1 2,1 2
avgk,471,283,2,1,Neutral,0.0,Male,1,1 2,1 2,1 2 4
avgk,471,321,8,8,Surprised,1.0,Female,8,3 8,3 8,8
avgk,471,218,1,3,Happy,0.0,Male,1,1 2,1 2 8,1 2 8
avgk,471,79,6,6,Fearful,1.0,Female,6,3 6,3 6 8,3 6
avgk,472,307,3,3,Happy,1.0,Female,3,3 4 6,3 4 6,3 4 6
avgk,472,272,5,5,Angry,1.0,Female,5,5 8,5 8,5 8
avgk,472,219,7,7,Disgust,0.0,Male,7,7,7,5 7
avgk,472,110,6,6,Fearful,0.0,Male,6,3 4 6,3 4 6,3 4 6
avgk,472,305,8,8,Surprised,1.0,Female,8,3 8,8,8
avgk,472,168,5,5,Angry,1.0,Female,5,5,5,5
avgk,472,317,7,7,Disgust,1.0,Female,7,7,7,7
avgk,472,344,6,6,Fearful,1.0,Female,6,3 6,3 4 6,3 6
avgk,472,319,1,1,Neutral,1.0,Female,2,1 2,1 2,1 2
avgk,472,155,2,4,Sad,1.0,Female,2,2,2,2
avgk,472,148,2,2,Calm,1.0,Female,2,2,2 4,2
avgk,472,72,4,4,Sad,1.0,Female,4,4,4,4
avgk,472,289,4,4,Sad,0.0,Male,4,1 2 4,1 2 4,1 2 4
avgk,472,242,2,2,Calm,1.0,Female,2,2,2,2
avgk,472,160,5,5,Angry,1.0,Female,5,5,5,5
avgk,472,287,4,4,Sad,0.0,Male,2,1 2 4,1 2 4,1 2 4
avgk,472,228,5,5,Angry,0.0,Male,5,5,5,5
avgk,472,218,1,3,Happy,0.0,Male,1,1 2,1 2 8,1 2 8
avgk,472,136,5,5,Angry,1.0,Female,5,5,5,5
avgk,472,82,6,6,Fearful,0.0,Male,4,3 4 6,3 4 6,3 4 6
avgk,472,252,3,3,Happy,0.0,Male,3,3 4 6 8,3 6 8,3 6 8
avgk,472,209,2,2,Calm,1.0,Female,2,2,2,2
avgk,472,198,1,1,Neutral,1.0,Female,2,1 2,1 2,1 2
avgk,472,59,6,6,Fearful,1.0,Female,6,3 4 6,3 4 6,3 4 6
avgk,472,14,6,8,Surprised,0.0,Male,8,3 6 8,3 6 8,3 6 8
avgk,472,354,5,5,Angry,1.0,Female,5,5,5,5
avgk,472,79,6,6,Fearful,1.0,Female,6,3 6,3 6 8,3 6
avgk,472,290,3,3,Happy,1.0,Female,6,3 6,3 4 6,3 6
avgk,472,355,4,4,Sad,1.0,Female,4,2 4,2 4,2 4
avgk,472,103,2,2,Calm,0.0,Male,2,2,2,1 2
avgk,472,212,8,5,Angry,0.0,Male,5,5 8,3 5 8,3 5 8
avgk,472,321,8,8,Surprised,1.0,Female,8,3 8,3 8,8
avgk,472,214,6,8,Surprised,0.0,Male,8,3 6 8,3 6 8,3 6 8
avgk,472,33,8,8,Surprised,0.0,Male,8,3 8,3 8,3 8
avgk,472,5,4,4,Sad,0.0,Male,4,2 4,2 4,2 4
avgk,472,188,3,8,Surprised,0.0,Male,8,3 6 8,3 8,3 6 8
avgk,472,197,7,7,Disgust,1.0,Female,7,7,7,7
